Session_ID,User_ID,Device,Region,Channel,Product_Category,Event_Order,Max_Event,Session_Start
SES04603,USR04603,Desktop,North,Email,Electronics,2,Add to Cart,2025-10-07 07:07:33
SES04604,USR04604,Mobile,South,Organic,Beauty,2,Add to Cart,2025-10-06 07:33:20
SES04605,USR04605,Mobile,North,Social Media,Sports,3,Checkout,2025-10-17 04:33:09
SES04606,USR04606,Desktop,South,Google Ads,Sports,4,Purchase,2025-10-23 07:49:56
SES04607,USR04607,Mobile,South,Social Media,Beauty,2,Add to Cart,2025-10-14 21:33:30
SES04608,USR04608,Desktop,South,Social Media,Electronics,2,Add to Cart,2025-10-28 23:15:37
SES04609,USR04609,Mobile,South,Google Ads,Sports,3,Checkout,2025-10-15 13:39:03
SES04610,USR04610,Tablet,North,Email,Sports,2,Add to Cart,2025-10-13 04:24:33
SES04611,USR04611,Desktop,West,Organic,Fashion,3,Checkout,2025-10-10 06:05:06
SES04612,USR04612,Tablet,East,Organic,Fashion,2,Add to Cart,2025-10-05 04:53:14
SES04613,USR04613,Mobile,East,Organic,Beauty,1,Browse,2025-10-30 07:21:20
SES04614,USR04614,Tablet,West,Organic,Home,2,Add to Cart,2025-10-11 12:13:20
SES04615,USR04615,Desktop,South,Social Media,Sports,1,Browse,2025-10-24 13:29:14
SES04616,USR04616,Tablet,South,Google Ads,Sports,4,Purchase,2025-10-26 03:23:20
SES04617,USR04617,Desktop,West,Google Ads,Home,1,Browse,2025-10-15 20:48:49
SES04618,USR04618,Mobile,West,Email,Sports,3,Checkout,2025-10-12 06:41:36
SES04619,USR04619,Desktop,North,Email,Beauty,3,Checkout,2025-10-09 05:30:13
SES04620,USR04620,Desktop,South,Organic,Fashion,3,Checkout,2025-10-21 22:02:52
SES04621,USR04621,Desktop,North,Google Ads,Fashion,4,Purchase,2025-10-25 15:05:31
SES04622,USR04622,Mobile,West,Google Ads,Fashion,2,Add to Cart,2025-10-19 07:57:50
SES04623,USR04623,Desktop,South,Organic,Fashion,2,Add to Cart,2025-10-13 19:07:14
SES04624,USR04624,Desktop,East,Google Ads,Electronics,3,Checkout,2025-10-11 15:53:49
SES04625,USR04625,Tablet,South,Email,Fashion,2,Add to Cart,2025-10-20 18:31:08
SES04626,USR04626,Tablet,East,Organic,Beauty,3,Checkout,2025-10-08 14:34:48
SES04627,USR04627,Mobile,North,Google Ads,Beauty,2,Add to Cart,2025-10-23 02:16:32
SES04628,USR04628,Mobile,North,Organic,Fashion,1,Browse,2025-10-19 18:50:34
SES04629,USR04629,Mobile,West,Organic,Home,1,Browse,2025-10-25 07:05:17
SES04630,USR04630,Tablet,South,Email,Sports,2,Add to Cart,2025-10-23 11:21:53
SES04631,USR04631,Tablet,North,Google Ads,Beauty,1,Browse,2025-10-24 10:58:55
SES04632,USR04632,Tablet,East,Google Ads,Electronics,2,Add to Cart,2025-10-04 04:11:58
SES04633,USR04633,Tablet,North,Organic,Fashion,2,Add to Cart,2025-10-29 13:52:09
SES04634,USR04634,Tablet,East,Social Media,Electronics,1,Browse,2025-10-10 14:39:51
SES04635,USR04635,Desktop,East,Email,Fashion,2,Add to Cart,2025-10-14 19:14:30
SES04636,USR04636,Tablet,North,Email,Beauty,4,Purchase,2025-10-28 17:14:33
SES04637,USR04637,Desktop,West,Organic,Home,3,Checkout,2025-10-09 02:34:08
SES04638,USR04638,Desktop,East,Social Media,Beauty,2,Add to Cart,2025-10-26 16:36:32
SES04639,USR04639,Mobile,South,Google Ads,Beauty,2,Add to Cart,2025-10-10 07:22:23
SES04640,USR04640,Tablet,South,Email,Home,4,Purchase,2025-10-11 14:29:37
SES04641,USR04641,Mobile,South,Email,Electronics,4,Purchase,2025-10-09 20:22:50
SES04642,USR04642,Desktop,South,Google Ads,Beauty,2,Add to Cart,2025-10-20 05:01:23
SES04643,USR04643,Mobile,South,Google Ads,Home,2,Add to Cart,2025-10-11 11:35:59
SES04644,USR04644,Desktop,South,Social Media,Sports,1,Browse,2025-10-21 23:45:43
SES04645,USR04645,Desktop,West,Google Ads,Beauty,3,Checkout,2025-10-12 12:39:50
SES04646,USR04646,Mobile,South,Google Ads,Sports,2,Add to Cart,2025-10-24 08:11:47
SES04647,USR04647,Mobile,North,Social Media,Home,1,Browse,2025-10-23 11:06:06
SES04648,USR04648,Mobile,West,Organic,Electronics,1,Browse,2025-10-05 03:38:40
SES04649,USR04649,Mobile,East,Email,Beauty,3,Checkout,2025-10-07 18:43:09
SES04650,USR04650,Desktop,North,Email,Electronics,1,Browse,2025-10-28 04:18:30
SES04651,USR04651,Desktop,South,Email,Home,2,Add to Cart,2025-10-27 10:29:06
SES04652,USR04652,Desktop,South,Google Ads,Sports,3,Checkout,2025-10-21 05:59:46
SES04653,USR04653,Desktop,West,Social Media,Beauty,2,Add to Cart,2025-10-26 18:21:14
SES04654,USR04654,Mobile,South,Email,Beauty,2,Add to Cart,2025-10-06 05:55:18
SES04655,USR04655,Tablet,South,Social Media,Sports,1,Browse,2025-10-11 09:49:14
SES04656,USR04656,Tablet,East,Email,Fashion,4,Purchase,2025-10-23 20:16:15
SES04657,USR04657,Desktop,East,Social Media,Electronics,2,Add to Cart,2025-10-07 23:13:02
SES04658,USR04658,Desktop,West,Organic,Beauty,2,Add to Cart,2025-10-22 19:09:30
SES04659,USR04659,Mobile,South,Google Ads,Fashion,2,Add to Cart,2025-10-23 04:04:05
SES04660,USR04660,Desktop,West,Google Ads,Beauty,2,Add to Cart,2025-10-12 20:16:27
SES04661,USR04661,Desktop,West,Google Ads,Home,3,Checkout,2025-10-17 08:29:54
SES04662,USR04662,Tablet,North,Google Ads,Beauty,3,Checkout,2025-10-26 22:24:15
SES04663,USR04663,Mobile,South,Email,Home,3,Checkout,2025-10-11 03:46:54
SES04664,USR04664,Mobile,South,Email,Electronics,1,Browse,2025-10-02 12:51:27
SES04665,USR04665,Desktop,North,Google Ads,Electronics,1,Browse,2025-10-13 10:56:05
SES04666,USR04666,Mobile,West,Social Media,Electronics,2,Add to Cart,2025-10-02 01:12:49
SES04667,USR04667,Mobile,North,Social Media,Beauty,1,Browse,2025-10-31 08:53:37
SES04668,USR04668,Desktop,South,Social Media,Beauty,1,Browse,2025-10-05 18:21:15
SES04669,USR04669,Mobile,East,Organic,Fashion,2,Add to Cart,2025-10-17 10:10:01
SES04670,USR04670,Mobile,North,Organic,Fashion,1,Browse,2025-10-17 08:11:23
SES04671,USR04671,Desktop,West,Email,Fashion,3,Checkout,2025-10-18 23:44:03
SES04672,USR04672,Mobile,South,Google Ads,Home,1,Browse,2025-10-13 18:32:00
SES04673,USR04673,Mobile,West,Organic,Sports,4,Purchase,2025-10-03 01:35:15
SES04674,USR04674,Mobile,East,Social Media,Beauty,3,Checkout,2025-10-17 09:13:36
SES04675,USR04675,Tablet,East,Organic,Electronics,2,Add to Cart,2025-10-29 02:57:34
SES04676,USR04676,Desktop,South,Google Ads,Beauty,2,Add to Cart,2025-10-05 11:21:47
SES04677,USR04677,Desktop,North,Google Ads,Home,2,Add to Cart,2025-10-04 08:43:38
SES04678,USR04678,Tablet,South,Organic,Sports,4,Purchase,2025-10-21 09:32:22
SES04679,USR04679,Desktop,West,Google Ads,Electronics,2,Add to Cart,2025-10-19 02:59:23
SES04680,USR04680,Mobile,West,Email,Home,2,Add to Cart,2025-10-18 17:34:29
SES04681,USR04681,Tablet,South,Organic,Fashion,3,Checkout,2025-10-03 11:48:43
SES04682,USR04682,Tablet,South,Social Media,Beauty,3,Checkout,2025-10-24 23:43:38
SES04683,USR04683,Mobile,North,Organic,Sports,1,Browse,2025-10-20 09:53:44
SES04684,USR04684,Tablet,North,Email,Beauty,3,Checkout,2025-10-02 03:26:21
SES04685,USR04685,Mobile,West,Organic,Sports,1,Browse,2025-10-20 11:03:42
SES04686,USR04686,Mobile,East,Organic,Sports,1,Browse,2025-10-16 08:26:09
SES04687,USR04687,Mobile,North,Email,Beauty,1,Browse,2025-10-03 10:00:43
SES04688,USR04688,Tablet,North,Organic,Beauty,4,Purchase,2025-10-21 17:59:02
SES04689,USR04689,Mobile,South,Google Ads,Fashion,3,Checkout,2025-10-03 22:29:21
SES04690,USR04690,Tablet,North,Organic,Fashion,2,Add to Cart,2025-10-13 21:18:16
SES04691,USR04691,Desktop,North,Google Ads,Fashion,3,Checkout,2025-10-29 16:28:33
SES04692,USR04692,Tablet,South,Email,Sports,4,Purchase,2025-10-11 13:31:25
SES04693,USR04693,Mobile,South,Organic,Beauty,2,Add to Cart,2025-10-22 18:27:22
SES04694,USR04694,Desktop,South,Organic,Fashion,2,Add to Cart,2025-10-06 07:24:34
SES04695,USR04695,Desktop,East,Social Media,Electronics,2,Add to Cart,2025-10-03 12:13:41
SES04696,USR04696,Desktop,South,Organic,Electronics,3,Checkout,2025-10-23 07:58:47
SES04697,USR04697,Mobile,East,Email,Beauty,3,Checkout,2025-10-02 10:09:59
SES04698,USR04698,Tablet,North,Email,Sports,1,Browse,2025-10-17 02:42:22
SES04699,USR04699,Tablet,West,Social Media,Sports,4,Purchase,2025-10-24 20:17:39
SES04700,USR04700,Desktop,North,Organic,Sports,3,Checkout,2025-10-16 01:29:01
SES04701,USR04701,Tablet,North,Google Ads,Fashion,2,Add to Cart,2025-10-31 00:37:11
SES04702,USR04702,Tablet,East,Social Media,Sports,2,Add to Cart,2025-10-18 04:16:09
SES04703,USR04703,Tablet,East,Organic,Electronics,1,Browse,2025-10-06 02:39:34
SES04704,USR04704,Desktop,East,Email,Electronics,2,Add to Cart,2025-10-22 07:30:11
SES04705,USR04705,Mobile,North,Email,Beauty,1,Browse,2025-10-25 10:40:41
SES04706,USR04706,Desktop,East,Social Media,Sports,1,Browse,2025-10-07 12:40:43
SES04707,USR04707,Mobile,South,Organic,Beauty,2,Add to Cart,2025-10-12 07:59:34
SES04708,USR04708,Tablet,West,Email,Home,1,Browse,2025-10-03 01:07:36
SES04709,USR04709,Tablet,South,Google Ads,Electronics,2,Add to Cart,2025-10-23 18:05:03
SES04710,USR04710,Tablet,North,Organic,Sports,3,Checkout,2025-10-18 09:14:55
SES04711,USR04711,Tablet,South,Organic,Electronics,3,Checkout,2025-10-24 01:58:51
SES04712,USR04712,Desktop,West,Social Media,Fashion,3,Checkout,2025-10-07 01:50:49
SES04713,USR04713,Mobile,East,Organic,Sports,3,Checkout,2025-10-20 12:21:26
SES04714,USR04714,Mobile,East,Google Ads,Beauty,2,Add to Cart,2025-10-22 14:54:38
SES04715,USR04715,Mobile,North,Social Media,Beauty,2,Add to Cart,2025-10-20 07:54:10
SES04716,USR04716,Mobile,North,Google Ads,Electronics,3,Checkout,2025-10-30 15:15:24
SES04717,USR04717,Tablet,East,Organic,Fashion,2,Add to Cart,2025-10-01 22:34:45
SES04718,USR04718,Mobile,North,Email,Fashion,2,Add to Cart,2025-10-09 09:35:16
SES04719,USR04719,Desktop,North,Social Media,Fashion,1,Browse,2025-10-15 15:49:10
SES04720,USR04720,Mobile,East,Organic,Home,1,Browse,2025-10-16 04:32:56
SES04721,USR04721,Tablet,South,Email,Home,3,Checkout,2025-10-19 10:38:33
SES04722,USR04722,Mobile,East,Email,Electronics,3,Checkout,2025-10-26 09:26:35
SES04723,USR04723,Mobile,West,Social Media,Home,2,Add to Cart,2025-10-21 14:13:21
SES04724,USR04724,Tablet,North,Organic,Beauty,1,Browse,2025-10-19 08:02:33
SES04725,USR04725,Mobile,West,Organic,Electronics,4,Purchase,2025-10-23 18:50:15
SES04726,USR04726,Tablet,South,Organic,Sports,1,Browse,2025-10-24 10:19:14
SES04727,USR04727,Mobile,West,Social Media,Home,2,Add to Cart,2025-10-15 13:56:51
SES04728,USR04728,Tablet,North,Social Media,Fashion,2,Add to Cart,2025-10-12 04:11:33
SES04729,USR04729,Tablet,North,Google Ads,Home,1,Browse,2025-10-29 04:26:54
SES04730,USR04730,Mobile,East,Organic,Beauty,1,Browse,2025-10-09 20:49:43
SES04731,USR04731,Mobile,East,Google Ads,Electronics,4,Purchase,2025-10-22 12:48:56
SES04732,USR04732,Desktop,East,Social Media,Sports,3,Checkout,2025-10-26 20:35:08
SES04733,USR04733,Desktop,South,Email,Beauty,3,Checkout,2025-10-27 21:08:47
SES04734,USR04734,Desktop,West,Google Ads,Fashion,1,Browse,2025-10-20 12:27:58
SES04735,USR04735,Desktop,West,Social Media,Electronics,2,Add to Cart,2025-10-15 14:05:45
SES04736,USR04736,Desktop,South,Google Ads,Fashion,3,Checkout,2025-10-22 22:46:01
SES04737,USR04737,Desktop,West,Google Ads,Sports,4,Purchase,2025-10-17 15:43:27
SES04738,USR04738,Desktop,North,Social Media,Electronics,4,Purchase,2025-10-18 01:47:34
SES04739,USR04739,Mobile,West,Email,Fashion,2,Add to Cart,2025-10-25 05:39:42
SES04740,USR04740,Tablet,South,Organic,Home,2,Add to Cart,2025-10-15 15:44:37
SES04741,USR04741,Tablet,West,Google Ads,Home,1,Browse,2025-10-16 14:53:19
SES04742,USR04742,Desktop,West,Google Ads,Fashion,2,Add to Cart,2025-10-30 16:26:24
SES04743,USR04743,Mobile,East,Email,Home,1,Browse,2025-10-26 06:58:09
SES04744,USR04744,Mobile,South,Email,Fashion,2,Add to Cart,2025-10-06 14:53:06
SES04745,USR04745,Tablet,East,Google Ads,Fashion,3,Checkout,2025-10-20 07:04:14
SES04746,USR04746,Mobile,North,Google Ads,Beauty,2,Add to Cart,2025-10-29 11:34:28
SES04747,USR04747,Desktop,North,Organic,Electronics,4,Purchase,2025-10-13 03:14:14
SES04748,USR04748,Tablet,South,Email,Home,2,Add to Cart,2025-10-21 18:35:13
SES04749,USR04749,Tablet,East,Organic,Home,3,Checkout,2025-10-10 10:38:40
SES04750,USR04750,Desktop,North,Social Media,Fashion,2,Add to Cart,2025-10-26 07:10:53
SES04751,USR04751,Tablet,South,Social Media,Sports,1,Browse,2025-10-22 10:00:26
SES04752,USR04752,Desktop,South,Social Media,Sports,2,Add to Cart,2025-10-13 02:34:54
SES04753,USR04753,Desktop,North,Social Media,Beauty,1,Browse,2025-10-13 08:51:49
SES04754,USR04754,Tablet,East,Google Ads,Electronics,2,Add to Cart,2025-10-29 02:26:21
SES04755,USR04755,Mobile,North,Social Media,Sports,2,Add to Cart,2025-10-06 04:44:45
SES04756,USR04756,Tablet,West,Social Media,Electronics,4,Purchase,2025-10-28 17:48:46
SES04757,USR04757,Mobile,East,Google Ads,Home,4,Purchase,2025-10-14 15:31:58
SES04758,USR04758,Desktop,West,Organic,Fashion,3,Checkout,2025-10-10 23:28:08
SES04759,USR04759,Desktop,South,Social Media,Electronics,1,Browse,2025-10-26 07:03:20
SES04760,USR04760,Desktop,South,Organic,Electronics,2,Add to Cart,2025-10-18 23:48:02
SES04761,USR04761,Tablet,North,Organic,Beauty,1,Browse,2025-10-21 23:17:26
SES04762,USR04762,Desktop,North,Organic,Beauty,2,Add to Cart,2025-10-30 13:47:10
SES04763,USR04763,Desktop,North,Email,Electronics,1,Browse,2025-10-24 08:35:16
SES04764,USR04764,Tablet,North,Organic,Beauty,3,Checkout,2025-10-30 11:48:27
SES04765,USR04765,Tablet,South,Email,Sports,2,Add to Cart,2025-10-13 20:16:22
SES04766,USR04766,Tablet,South,Google Ads,Home,4,Purchase,2025-10-06 03:28:12
SES04767,USR04767,Desktop,East,Organic,Fashion,3,Checkout,2025-10-10 00:38:28
SES04768,USR04768,Mobile,West,Google Ads,Beauty,2,Add to Cart,2025-10-19 12:18:48
SES04769,USR04769,Mobile,South,Social Media,Fashion,2,Add to Cart,2025-10-24 07:12:46
SES04770,USR04770,Mobile,South,Social Media,Fashion,4,Purchase,2025-10-31 13:19:44
SES04771,USR04771,Desktop,West,Google Ads,Beauty,1,Browse,2025-10-02 21:39:41
SES04772,USR04772,Desktop,North,Email,Home,2,Add to Cart,2025-10-30 23:40:47
SES04773,USR04773,Desktop,South,Google Ads,Home,3,Checkout,2025-10-31 11:23:54
SES04774,USR04774,Desktop,East,Google Ads,Electronics,3,Checkout,2025-10-18 19:20:27
SES04775,USR04775,Mobile,South,Organic,Beauty,1,Browse,2025-10-07 19:50:49
SES04776,USR04776,Desktop,North,Google Ads,Home,2,Add to Cart,2025-10-05 02:51:31
SES04777,USR04777,Tablet,West,Email,Electronics,2,Add to Cart,2025-10-28 21:15:47
SES04778,USR04778,Desktop,East,Social Media,Fashion,4,Purchase,2025-10-08 09:18:23
SES04779,USR04779,Desktop,West,Organic,Electronics,1,Browse,2025-10-08 20:06:45
SES04780,USR04780,Tablet,West,Email,Home,3,Checkout,2025-10-04 09:13:51
SES04781,USR04781,Mobile,South,Social Media,Sports,2,Add to Cart,2025-10-07 17:14:47
SES04782,USR04782,Mobile,North,Social Media,Fashion,2,Add to Cart,2025-10-31 17:29:00
SES04783,USR04783,Desktop,West,Email,Sports,2,Add to Cart,2025-10-23 04:27:53
SES04784,USR04784,Tablet,North,Email,Fashion,4,Purchase,2025-10-07 02:29:09
SES04785,USR04785,Tablet,South,Google Ads,Home,1,Browse,2025-10-15 03:30:53
SES04786,USR04786,Mobile,South,Social Media,Electronics,2,Add to Cart,2025-10-08 00:53:45
SES04787,USR04787,Desktop,West,Google Ads,Home,2,Add to Cart,2025-10-31 17:25:20
SES04788,USR04788,Mobile,East,Google Ads,Home,1,Browse,2025-10-07 22:19:17
SES04789,USR04789,Mobile,North,Google Ads,Fashion,3,Checkout,2025-10-13 05:53:19
SES04790,USR04790,Mobile,West,Organic,Beauty,1,Browse,2025-10-31 10:21:44
SES04791,USR04791,Desktop,East,Organic,Home,4,Purchase,2025-10-05 13:18:49
SES04792,USR04792,Mobile,East,Email,Beauty,3,Checkout,2025-10-09 00:50:36
SES04793,USR04793,Desktop,West,Social Media,Fashion,2,Add to Cart,2025-10-03 20:32:15
SES04794,USR04794,Desktop,North,Google Ads,Home,1,Browse,2025-10-12 10:41:40
SES04795,USR04795,Tablet,East,Email,Fashion,2,Add to Cart,2025-10-25 00:30:52
SES04796,USR04796,Desktop,South,Email,Beauty,1,Browse,2025-10-06 13:55:23
SES04797,USR04797,Mobile,South,Organic,Home,1,Browse,2025-10-27 23:53:30
SES04798,USR04798,Mobile,West,Google Ads,Home,2,Add to Cart,2025-10-27 06:49:37
SES04799,USR04799,Mobile,North,Organic,Fashion,2,Add to Cart,2025-10-08 12:56:10
SES04800,USR04800,Mobile,South,Email,Beauty,4,Purchase,2025-10-10 10:01:01
SES04801,USR04801,Desktop,West,Google Ads,Electronics,1,Browse,2025-10-20 09:17:06
SES04802,USR04802,Tablet,South,Social Media,Electronics,2,Add to Cart,2025-10-11 01:02:39
SES04803,USR04803,Tablet,North,Email,Sports,1,Browse,2025-10-30 22:53:12
SES04804,USR04804,Desktop,North,Social Media,Sports,1,Browse,2025-10-15 13:53:27
SES04805,USR04805,Desktop,North,Email,Electronics,3,Checkout,2025-10-08 07:07:39
SES04806,USR04806,Tablet,South,Google Ads,Home,1,Browse,2025-10-23 19:27:13
SES04807,USR04807,Mobile,East,Email,Fashion,3,Checkout,2025-10-11 11:02:52
SES04808,USR04808,Tablet,East,Social Media,Fashion,2,Add to Cart,2025-10-22 05:25:49
SES04809,USR04809,Desktop,North,Email,Beauty,3,Checkout,2025-10-17 16:46:32
SES04810,USR04810,Desktop,West,Organic,Electronics,1,Browse,2025-10-15 03:54:48
SES04811,USR04811,Mobile,East,Google Ads,Electronics,3,Checkout,2025-10-16 20:31:21
SES04812,USR04812,Desktop,North,Organic,Fashion,3,Checkout,2025-10-13 09:00:13
SES04813,USR04813,Desktop,North,Social Media,Beauty,4,Purchase,2025-10-30 12:23:34
SES04814,USR04814,Tablet,South,Email,Beauty,1,Browse,2025-10-18 20:08:20
SES04815,USR04815,Desktop,North,Google Ads,Sports,4,Purchase,2025-10-25 20:25:29
SES04816,USR04816,Tablet,West,Organic,Fashion,1,Browse,2025-10-04 18:01:12
SES04817,USR04817,Tablet,East,Email,Beauty,3,Checkout,2025-10-16 12:35:55
SES04818,USR04818,Tablet,East,Email,Beauty,3,Checkout,2025-10-03 11:25:10
SES04819,USR04819,Mobile,South,Social Media,Sports,2,Add to Cart,2025-10-06 11:57:52
SES04820,USR04820,Desktop,East,Social Media,Home,3,Checkout,2025-10-21 10:00:15
SES04821,USR04821,Mobile,South,Google Ads,Fashion,2,Add to Cart,2025-10-17 12:17:54
SES04822,USR04822,Tablet,West,Google Ads,Home,4,Purchase,2025-10-04 14:45:00
SES04823,USR04823,Tablet,North,Organic,Beauty,1,Browse,2025-10-28 08:54:20
SES04824,USR04824,Desktop,West,Organic,Sports,1,Browse,2025-10-22 20:49:27
SES04825,USR04825,Desktop,North,Email,Home,1,Browse,2025-10-20 22:52:25
SES04826,USR04826,Mobile,South,Email,Home,2,Add to Cart,2025-10-22 15:28:45
SES04827,USR04827,Mobile,South,Organic,Beauty,2,Add to Cart,2025-10-13 05:29:33
SES04828,USR04828,Desktop,North,Organic,Fashion,4,Purchase,2025-10-03 23:11:46
SES04829,USR04829,Desktop,West,Email,Beauty,4,Purchase,2025-10-13 13:57:35
SES04830,USR04830,Desktop,West,Organic,Home,3,Checkout,2025-10-09 10:50:11
SES04831,USR04831,Tablet,West,Email,Beauty,3,Checkout,2025-10-19 07:56:10
SES04832,USR04832,Tablet,South,Social Media,Beauty,4,Purchase,2025-10-29 08:53:30
SES04833,USR04833,Mobile,West,Social Media,Electronics,2,Add to Cart,2025-10-10 00:35:29
SES04834,USR04834,Desktop,West,Google Ads,Beauty,2,Add to Cart,2025-10-22 18:13:16
SES04835,USR04835,Tablet,North,Google Ads,Sports,3,Checkout,2025-10-28 13:03:22
SES04836,USR04836,Mobile,North,Email,Fashion,2,Add to Cart,2025-10-31 13:03:37
SES04837,USR04837,Desktop,East,Organic,Home,1,Browse,2025-10-16 10:26:16
SES04838,USR04838,Desktop,East,Organic,Beauty,2,Add to Cart,2025-10-03 22:14:16
SES04839,USR04839,Mobile,West,Email,Electronics,2,Add to Cart,2025-10-19 08:23:47
SES04840,USR04840,Tablet,South,Social Media,Sports,1,Browse,2025-10-17 20:07:33
SES04841,USR04841,Desktop,North,Email,Sports,2,Add to Cart,2025-10-31 18:07:00
SES04842,USR04842,Tablet,South,Organic,Home,1,Browse,2025-10-30 20:43:40
SES04843,USR04843,Mobile,North,Social Media,Beauty,2,Add to Cart,2025-10-28 18:18:12
SES04844,USR04844,Desktop,South,Organic,Beauty,1,Browse,2025-10-29 15:44:49
SES04845,USR04845,Mobile,West,Organic,Beauty,2,Add to Cart,2025-10-28 18:09:07
SES04846,USR04846,Desktop,East,Google Ads,Sports,3,Checkout,2025-10-22 02:27:49
SES04847,USR04847,Mobile,West,Organic,Fashion,4,Purchase,2025-10-29 20:45:17
SES04848,USR04848,Desktop,North,Email,Electronics,2,Add to Cart,2025-10-16 10:41:26
SES04849,USR04849,Tablet,North,Organic,Fashion,3,Checkout,2025-10-22 14:15:44
SES04850,USR04850,Tablet,West,Social Media,Sports,4,Purchase,2025-10-07 02:03:14
SES04851,USR04851,Mobile,South,Google Ads,Beauty,4,Purchase,2025-10-14 07:02:48
SES04852,USR04852,Desktop,South,Organic,Home,3,Checkout,2025-10-23 19:32:06
SES04853,USR04853,Mobile,East,Social Media,Fashion,2,Add to Cart,2025-10-02 12:07:14
SES04854,USR04854,Mobile,South,Email,Fashion,3,Checkout,2025-10-16 04:55:43
SES04855,USR04855,Tablet,West,Social Media,Beauty,1,Browse,2025-10-30 13:47:15
SES04856,USR04856,Desktop,North,Organic,Beauty,3,Checkout,2025-10-21 09:50:43
SES04857,USR04857,Desktop,West,Email,Home,3,Checkout,2025-10-23 17:44:55
SES04858,USR04858,Tablet,West,Google Ads,Fashion,3,Checkout,2025-10-19 10:08:53
SES04859,USR04859,Desktop,East,Google Ads,Sports,2,Add to Cart,2025-10-01 23:39:41
SES04860,USR04860,Tablet,North,Email,Sports,1,Browse,2025-10-13 21:05:27
SES04861,USR04861,Tablet,South,Social Media,Electronics,2,Add to Cart,2025-10-24 15:41:06
SES04862,USR04862,Tablet,East,Email,Home,2,Add to Cart,2025-10-02 13:44:55
SES04863,USR04863,Desktop,East,Social Media,Electronics,3,Checkout,2025-10-30 01:52:45
SES04864,USR04864,Tablet,West,Email,Home,1,Browse,2025-10-25 14:08:19
SES04865,USR04865,Desktop,South,Email,Beauty,2,Add to Cart,2025-10-27 14:35:53
SES04866,USR04866,Tablet,East,Organic,Sports,2,Add to Cart,2025-10-10 01:48:57
SES04867,USR04867,Tablet,East,Google Ads,Home,3,Checkout,2025-10-24 14:06:05
SES04868,USR04868,Mobile,South,Social Media,Electronics,2,Add to Cart,2025-10-23 05:30:47
SES04869,USR04869,Mobile,South,Social Media,Sports,1,Browse,2025-10-06 09:09:44
SES04870,USR04870,Mobile,West,Email,Beauty,2,Add to Cart,2025-10-27 18:52:17
SES04871,USR04871,Tablet,East,Google Ads,Sports,4,Purchase,2025-10-30 12:25:30
SES04872,USR04872,Tablet,West,Email,Beauty,2,Add to Cart,2025-10-09 01:51:37
SES04873,USR04873,Mobile,North,Email,Electronics,3,Checkout,2025-10-04 03:49:09
SES04874,USR04874,Desktop,East,Social Media,Beauty,2,Add to Cart,2025-10-27 11:25:28
SES04875,USR04875,Tablet,West,Google Ads,Electronics,4,Purchase,2025-10-15 15:31:27
SES04876,USR04876,Mobile,East,Google Ads,Fashion,4,Purchase,2025-10-17 16:33:33
SES04877,USR04877,Desktop,East,Google Ads,Sports,1,Browse,2025-10-09 08:53:58
SES04878,USR04878,Mobile,East,Organic,Home,1,Browse,2025-10-30 03:16:49
SES04879,USR04879,Desktop,East,Email,Beauty,2,Add to Cart,2025-10-29 13:34:06
SES04880,USR04880,Tablet,West,Google Ads,Fashion,3,Checkout,2025-10-03 05:15:32
SES04881,USR04881,Mobile,North,Social Media,Home,2,Add to Cart,2025-10-31 13:20:21
SES04882,USR04882,Desktop,South,Email,Sports,3,Checkout,2025-10-15 15:11:19
SES04883,USR04883,Tablet,North,Social Media,Beauty,3,Checkout,2025-10-16 09:11:55
SES04884,USR04884,Tablet,South,Email,Electronics,3,Checkout,2025-10-31 04:03:31
SES04885,USR04885,Mobile,West,Email,Home,1,Browse,2025-10-23 00:00:38
SES04886,USR04886,Desktop,North,Organic,Beauty,1,Browse,2025-10-12 09:14:28
SES04887,USR04887,Desktop,West,Social Media,Beauty,4,Purchase,2025-10-16 13:15:53
SES04888,USR04888,Desktop,East,Social Media,Beauty,2,Add to Cart,2025-10-13 23:56:06
SES04889,USR04889,Mobile,East,Email,Beauty,2,Add to Cart,2025-10-08 10:35:26
SES04890,USR04890,Desktop,West,Google Ads,Fashion,4,Purchase,2025-10-25 14:42:18
SES04891,USR04891,Desktop,East,Organic,Electronics,2,Add to Cart,2025-10-18 21:24:31
SES04892,USR04892,Tablet,East,Google Ads,Beauty,1,Browse,2025-10-24 13:31:13
SES04893,USR04893,Desktop,North,Organic,Fashion,1,Browse,2025-10-06 23:07:50
SES04894,USR04894,Tablet,West,Google Ads,Fashion,2,Add to Cart,2025-10-07 22:18:49
SES04895,USR04895,Tablet,South,Email,Home,1,Browse,2025-10-25 01:26:03
SES04896,USR04896,Desktop,West,Social Media,Fashion,2,Add to Cart,2025-10-19 13:26:37
SES04897,USR04897,Mobile,East,Email,Sports,2,Add to Cart,2025-10-22 23:17:37
SES04898,USR04898,Desktop,West,Email,Electronics,4,Purchase,2025-10-11 11:55:21
SES04899,USR04899,Mobile,North,Organic,Electronics,4,Purchase,2025-10-22 00:38:54
SES04900,USR04900,Mobile,South,Organic,Home,3,Checkout,2025-10-06 07:45:15
SES04901,USR04901,Tablet,North,Google Ads,Beauty,2,Add to Cart,2025-10-14 17:20:06
SES04902,USR04902,Mobile,North,Social Media,Home,2,Add to Cart,2025-10-30 03:52:30
